"user.login","all_obs","shannonH","shannonE"
"aimeelusty",682,1.5882350667909,0.313719556162342
"aimeepelletier",2074,1.20442968930345,0.237907571402824
"aimz2416",1,0,0
"airbasek8",72,0,0
"aireona93",2,0,0
"airtonabonato",1,0,0
"aishathani",11,1.4205719259467,0.280601532747393
"aisling78",200,1.28672224409784,0.25416258572997
"aislinnferris",155,1.24023845133053,0.244980774334024
"aispinsects",384,0.509226613432632,0.100586084826177
"aisti",249,1.67632562973129,0.331119834550346
"aitorlahuerta",7,0.410116318288409,0.0810091100735737
"aivarson",6,0.450561208866305,0.0889980742933156
"aiwendil",122,0.896535772893751,0.177090161674991
"aizhu",9,0.848685557726417,0.167638444748163
"aj44",2,0,0
"ajackson",24,1.45369910512756,0.287145050244792
"ajaco005",259,0.971742842646032,0.191945600291284
"ajakew",14,1.11636707528934,0.220512813686749
"ajamalabad",139,2.04782965456645,0.404501968102718
"ajay10",1,0,0
"ajayr",204,0.443949082076636,0.0876919996919436
"ajbj",52,2.35727799349468,0.465626418490212
"ajblake",832,1.47160321659577,0.290681598467869
"ajbradley",14,0.655975732336547,0.129573020962005
"ajcaguiar",84,1.38776650509295,0.274121571257339
"ajcurrie",19,0.733541748763649,0.144894415606665
"ajeshkottur",12,1.44518587894808,0.285463456887247
"ajferrara",13,1.17865499634165,0.23281636959947
"ajft",12,1.44518587894808,0.285463456887247
"ajh05230",1,0,0
"ajimen01",1,0,0
"ajithegde",4,1.03972077083992,0.205373087133588
"ajitkumar16",103,0.828848283613187,0.163720044405292
"ajityagaty",10,0,0
"ajmatthews",82,1.26046375128324,0.24897582031751
"ajohnathonl",15,1.65655112669665,0.327213833200122
"ajpearre",4,0.562335144618808,0.111076461962746
"ajpto",701,0.741232008083453,0.14641345066075
"ajsibb",77,1.03097702857395,0.203645960589014
"ajtarnas",47,0.883235951568855,0.174463085790364
"ajvanh-arch",115,1.6042049502487,0.316874041827029
"ajvoo",2,0,0
"ajwright",915,1.08814261914479,0.214937717128478
"ajzellmer",28,1.73647771477186,0.343001504849502
"akalmbac",2,0.693147180559945,0.136915391422392
"akaram",17,1.87464074053575,0.370292454424285
"akarve",2,0.693147180559945,0.136915391422392
"akasha",19,1.4122188958234,0.278951582461263
"akated",13,1.37781950803903,0.272156769216285
"akatherinep",16,1.39173976951833,0.27490639888022
"akayuko",5,0.673011667009257,0.132938080691565
"akeil",1,0,0
"akeirah",15,1.16999299696686,0.231105389495732
"akermath",21,1.79770125401576,0.355094816450468
"akheloufi",76,1.38608474663114,0.273789378290918
"akhiara",87,1.42338339418396,0.281156874073119
"akhnoukh_k_8",12,2.21025357762097,0.436585103726822
"akilan",83,1.182947536967,0.233664262942183
"akilee",3538,1.85984911740454,0.367370707171204
"akiralobo",2312,1.06598804900464,0.210561587891275
"akiran",12,1.44518587894808,0.285463456887247
"akk390409",2,0,0
"akmelr",1,0,0
"akmihara",35,2.28839050461789,0.452019268712797
"akms1673",1,0,0
