"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes"
"Botanical Garden","06/19/2018",09:17:00,"06/22/2018",09:03:00,"3DBY",8.3,55,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",09:27:00,"06/22/2018",08:57:00,"2DBS",6.6,50,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",09:20:00,"06/22/2018",09:06:00,"3DBV",6.9,28,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",08:52:00,"06/22/2018",09:37:00,"6DCM",6.5,18,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",09:33:00,"06/22/2018",08:45:00,"1DBN",4.3,47,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",09:06:00,"06/22/2018",09:31:00,"5DCI",1.7,38,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",09:25:00,"06/22/2018",08:56:00,"2DBR",5.1,24,"Funnel/Paper",NA
"Botanical Garden","06/19/2018",09:37:00,"06/22/2018",08:52:00,"1DBP",13.8,33,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:06:00,"6/25/2018",09:52:00,"7DAL",42.9,29,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:13:00,"6/25/2018",09:45:00,"11DBF",33.3,55,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:18:00,"6/25/2018",09:42:00,"11DBB",41.6,205,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",NA,"6/25/2018",NA,"6DAD",NA,NA,"Funnel/Paper","Blown out of funnel"
"Prairie Ridge","6/21/2018",10:09:00,"6/25/2018",08:48:00,"10DAX",6.7,32,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:46:00,"6/25/2018",09:16:00,"3CZP",45.5,110,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:52:00,"6/25/2018",09:11:00,"2CZI",7.1,8,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:38:00,"6/25/2018",09:25:00,"4CZS",6.1,28,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",10:04:00,"6/25/2018",08:55:00,"9DAV",23.8,60,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:54:00,"6/25/2018",09:02:00,"1CZE",15.7,41,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:28:00,"6/25/2018",09:34:00,"12DBH",29.6,46,"Funnel/Paper",NA
"Prairie Ridge","6/21/2018",09:31:00,"6/25/2018",09:27:00,"5DAA",257.1,78,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:45:00,"06/26/2018",08:50:00,"7DCT",20.8,60,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:48:00,"06/26/2018",08:53:00,"7DCQ",13.8,38,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:55:00,"06/26/2018",08:47:00,"8DCV",15.9,52,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:41:00,"06/26/2018",09:01:00,"6DCN",24.5,68,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:52:00,"06/26/2018",08:44:00,"8DCW",8.4,32,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:19:00,"06/26/2018",09:11:00,"4DCD",13.8,43,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:28:00,"06/26/2018",09:03:00,"5DCF",30.5,45,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:14:00,"06/26/2018",09:14:00,"4DCE",5.6,25,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:04:00,"06/26/2018",09:17:00,"3DBY",44.7,85,"Funnel/Paper","Funnel tilted"
"Botanical Garden","06/22/2018",08:58:00,"06/26/2018",09:25:00,"2DBS",13.3,82,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:07:00,"06/26/2018",09:20:00,"3DBV",27,112,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:38:00,"06/26/2018",08:58:00,"6DCM",22.2,56,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",08:49:00,"06/26/2018",09:29:00,"1DBN",12.3,51,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",09:32:00,"06/26/2018",09:05:00,"5DCI",20.5,32,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",08:56:00,"06/26/2018",09:23:00,"2DBR",23.3,38,"Funnel/Paper",NA
"Botanical Garden","06/22/2018",08:53:00,"06/26/2018",09:32:00,"1DBD",19.3,52,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:53:00,"6/28/2018",08:58:00,"7DAL",40.9,29,"Funnel/Paper","*paper torn from rainstorm"
"Prairie Ridge","6/25/2018",09:46:00,"6/28/2018",09:11:00,"11DBF",18.8,41,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:43:00,"6/28/2018",09:12:00,"11DBB",32.8,44,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:39:00,"6/28/2018",09:15:00,"6DAD",30.1,60,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",08:52:00,"6/28/2018",10:02:00,"10DAX",NA,38,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:17:00,"6/28/2018",09:37:00,"3CZP",43.1,143,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:11:00,"6/28/2018",09:41:00,"2CZI",28.7,36,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:25:00,"6/28/2018",09:26:00,"4CZS",2.2,4,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",NA,"6/28/2018",NA,"9DAV",NA,NA,"Funnel/Paper","missing?"
"Prairie Ridge","6/25/2018",09:02:00,"6/28/2018",09:46:00,"1CZE",20.4,32,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:35:00,"6/28/2018",09:18:00,"12DBH",16.6,17,"Funnel/Paper",NA
"Prairie Ridge","6/25/2018",09:28:00,"6/28/2018",09:21:00,"5DAA",53.5,41,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",08:52:00,"06/29/2018",09:54:00,"7DCT",22.6,40,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"7DCQ",NA,NA,"Funnel/Paper","Blown out of funnel"
"Botanical Garden","06/26/2018",09:49:00,"06/29/2018",10:03:00,"8DCV",23.8,43,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",09:03:00,"06/29/2018",09:49:00,"6DCN",5.4,31,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",08:46:00,"06/29/2018",10:04:00,"8DCW",11.4,15,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"4DCD",NA,NA,"Funnel/Paper","Blown out of funnel"
"Botanical Garden","06/26/2018",09:05:00,"06/29/2018",09:38:00,"5DCF",9.6,22,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",09:16:00,"06/29/2018",09:25:00,"4DCE",3.6,13,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"3DBY",NA,NA,"Funnel/Paper","Blown out of funnel"
"Botanical Garden","06/26/2018",09:27:00,"06/29/2018",09:08:00,"2DBS",6,28,"Funnel/Paper","26"
"Botanical Garden","06/26/2018",09:22:00,"06/29/2018",09:16:00,"3DBV",8.4,40,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",09:00:00,"06/29/2018",09:47:00,"6DCM",14.9,19,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",09:32:00,"06/29/2018",08:56:00,"1DBN",7.9,25,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",09:07:00,"06/29/2018",09:37:00,"5DCI",6.4,15,"Funnel/Paper",NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"2DBR",NA,NA,"Funnel/Paper","Blown out of funnel"
"Botanical Garden","06/26/2018",09:33:00,"06/29/2018",08:59:00,"1DBD",10.6,32,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:10:00,"7/2/2018",09:31:00,"7DAL",35.7,21,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:12:00,"7/2/2018",09:27:00,"11DBF",55.8,58,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:14:00,"7/2/2018",09:25:00,"11DBB",49.1,75,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:17:00,"7/2/2018",09:22:00,"6DAD",32.8,80,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",10:04:00,"7/2/2018",08:42:00,"10DAX",64.4,68,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:39:00,"7/2/2018",09:03:00,"3CZP",50.7,87,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:43:00,"7/2/2018",08:57:00,"2CZI",12.6,34,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:27:00,"7/2/2018",09:09:00,"4CZS",16.7,25,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:56:00,"7/2/2018",08:47:00,"9DAV",69.1,29,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:49:00,"7/2/2018",08:52:00,"1CZE",25.6,65,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:20:00,"7/2/2018",09:19:00,"12DBH",26,42,"Funnel/Paper",NA
"Prairie Ridge","6/28/2018",09:22:00,"7/2/2018",09:14:00,"5DAA",65.7,47,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:56:00,"07/03/2018",08:52:00,"7DCT",37.3,94,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:59:00,"07/03/2018",08:54:00,"7DCQ",33.6,63,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",10:04:00,"07/03/2018",08:49:00,"8DCV",49,95,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:49:00,"07/03/2018",09:02:00,"6DCN",41,90,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",10:05:00,"07/03/2018",08:46:00,"8DCW",12.7,82,"Funnel/Paper","Luna moth caterpillar in frass trap"
"Botanical Garden","06/29/2018",09:29:00,"07/03/2018",09:15:00,"4DCD",24.7,32,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:39:00,"07/03/2018",09:06:00,"5DCF",14.5,32,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:27:00,"07/03/2018",09:17:00,"4DCE",13.3,22,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:21:00,"07/03/2018",09:21:00,"3DBY",39.4,124,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:10:00,"07/03/2018",09:33:00,"2DBS",43,105,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:24:00,"07/03/2018",09:17:00,"3DBV",40.9,110,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:48:00,"07/03/2018",09:00:00,"6DCM",21.4,52,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",08:58:00,"07/03/2018",09:40:00,"1DBN",18.2,71,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:40:00,"07/03/2018",09:08:00,"5DCI",29.8,73,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:06:00,"07/03/2018",09:31:00,"2DBR",30.4,55,"Funnel/Paper",NA
"Botanical Garden","06/29/2018",09:00:00,"07/03/2018",09:42:00,"1DBD",67.2,141,"Funnel/Paper",NA
"Prairie Ridge","7/2/2018",09:33:00,"7/5/2018",08:54:00,"7DAL",12.6,33,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:29:00,"7/5/2018",08:59:00,"11DBF",73.6,73,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:27:00,"7/5/2018",09:02:00,"11DBB",19.3,48,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:24:00,"7/5/2018",09:07:00,"6DAD",18.4,56,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:45:00,"7/5/2018",09:59:00,"10DAX",90,45,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:05:00,"7/5/2018",09:33:00,"3CZP",35.6,51,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:58:00,"7/5/2018",09:41:00,"2CZI",11.3,14,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:12:00,"7/5/2018",09:22:00,"4CZS",10.5,16,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:47:00,"7/5/2018",09:53:00,"9DAV",44.9,21,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:55:00,"7/5/2018",09:45:00,"1CZE",6.4,18,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:20:00,"7/5/2018",09:13:00,"12DBH",12.5,25,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:15:00,"7/5/2018",09:16:00,"5DAA",22.2,34,"Funnel/Paper","Dried under heat lamps for 4 hours"
"Botanical Garden","7/3/2018",08:54:00,"7/6/2018",09:45:00,"7DCT",21.1,NA,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",08:55:00,"7/6/2018",09:48:00,"7DCQ",6.1,26,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",08:50:00,"7/6/2018",09:56:00,"8DCV",8.2,34,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:04:00,"7/6/2018",09:34:00,"6DCN",18.1,NA,"Funnel/Paper","Dried under heat lamps for 3 hours/sorted 3 days later/powdered frass, did not count"
"Botanical Garden","7/3/2018",08:48:00,"7/6/2018",09:52:00,"8DCW",4.5,NA,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",NA,"7/6/2018",NA,"4DCD",NA,NA,"Funnel/Paper","missing?"
"Botanical Garden","7/3/2018",09:08:00,"7/6/2018",09:25:00,"5DCF",17.6,NA,"Funnel/Paper","Dried under heat lamps for 3 hours, powdered frass, did not count"
"Botanical Garden","7/3/2018",09:19:00,"7/6/2018",09:13:00,"4DCE",1.3,9,"Funnel/Paper","Dried under heat lamps for 3 hours/sorted 3 days later/powdered frass, did not count"
"Botanical Garden","7/3/2018",09:24:00,"7/6/2018",09:05:00,"3DBY",33.4,NA,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:33:00,"7/6/2018",08:59:00,"2DBS",29.6,NA,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:26:00,"7/6/2018",09:08:00,"3DBV",42.4,NA,"Funnel/Paper","Dried under heat lamps for 3 hours/sorted 3 days later/powdered frass, did not count"
"Botanical Garden","7/3/2018",09:02:00,"7/6/2018",09:40:00,"6DCM",75.1,NA,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:42:00,"7/6/2018",08:42:00,"1DBN",13.4,NA,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:10:00,"7/6/2018",09:29:00,"5DCI",43.8,NA,"Funnel/Paper","Dried under heat lamps for 3 hours, powdered frass, did not count"
"Botanical Garden","7/3/2018",09:32:00,"7/6/2018",08:54:00,"2DBR",8.2,16,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:44:00,"7/6/2018",08:45:00,"1DBD",20.5,19,"Funnel/Paper","Dried under heat lamps for 3 hours"
"Prairie Ridge","7/5/2018",08:56:00,"7/9/2018",09:38:00,"7DAL",14.7,17,"Funnel/Paper","edge folded over"
"Prairie Ridge","7/5/2018",09:01:00,"7/9/2018",09:34:00,"11DBF",37.3,45,"Funnel/Paper","edged torn and folded"
"Prairie Ridge","7/5/2018",09:04:00,"7/9/2018",09:30:00,"11DBB",11,25,"Funnel/Paper",NA
"Prairie Ridge","7/5/2018",09:09:00,"7/9/2018",09:27:00,"6DAD",16.2,37,"Funnel/Paper","paper folded over"
"Prairie Ridge","7/5/2018",10:01:00,"7/9/2018",08:45:00,"10DAX",15.5,28,"Funnel/Paper",NA
"Prairie Ridge","7/5/2018",09:35:00,"7/9/2018",09:10:00,"3CZP",35.9,50,"Funnel/Paper",NA
"Prairie Ridge","7/5/2018",09:43:00,"7/9/2018",09:03:00,"2CZI",1.6,6,"Funnel/Paper",NA
"Prairie Ridge","7/5/2018",NA,"7/9/2018",NA,"4CZS",NA,NA,"Funnel/Paper","edges torn, hole in middle"
"Prairie Ridge","7/5/2018",NA,"7/9/2018",NA,"9DAV",NA,NA,"Funnel/Paper","trap knocked over by large branch"
"Prairie Ridge","7/5/2018",09:46:00,"7/9/2018",08:56:00,"1CZE",7.8,48,"Funnel/Paper","folded over"
"Prairie Ridge","7/5/2018",09:15:00,"7/9/2018",09:23:00,"12DBH",27.6,15,"Funnel/Paper",NA
"Prairie Ridge","7/5/2018",09:18:00,"7/9/2018",09:20:00,"5DAA",39.4,32,"Funnel/Paper","paper folded over"
"Botanical Garden","7/6/2018",09:47:00,"7/10/2018",08:45:00,"7DCT",27.9,81,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:50:00,"7/10/2018",08:47:00,"7DCQ",19,98,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:59:00,"7/10/2018",08:41:00,"8DCV",54,139,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:36:00,"7/10/2018",08:55:00,"6DCN",25.4,50,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:54:00,"7/10/2018",08:37:00,"8DCW",3.1,21,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:17:00,"7/10/2018",09:08:00,"4DCD",32.7,41,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:27:00,"7/10/2018",09:00:00,"5DCF",26.5,55,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:15:00,"7/10/2018",09:12:00,"4DCE",4.8,7,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:07:00,"7/10/2018",09:17:00,"3DBY",49.5,32,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:01:00,"7/10/2018",09:27:00,"2DBS",45,94,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:10:00,"7/10/2018",09:20:00,"3DBV",25.1,56,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:42:00,"7/10/2018",08:52:00,"6DCM",31.4,29,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",08:44:00,"7/10/2018",09:34:00,"1DBN",13.7,27,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",09:31:00,"7/10/2018",09:03:00,"5DCI",9.3,20,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",08:56:00,"7/10/2018",09:25:00,"2DBR",13.6,30,"Funnel/Paper",NA
"Botanical Garden","7/6/2018",08:47:00,"7/10/2018",09:37:00,"1DBD",25.9,41,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:40:00,"7/12/2018",09:03:00,"7DAL",14.4,34,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:36:00,"7/12/2018",09:07:00,"11DBF",83.3,73,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:32:00,"7/12/2018",09:11:00,"11DBB",44.4,72,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:29:00,"7/12/2018",09:15:00,"6DAD",10.6,55,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",08:47:00,"7/12/2018",09:59:00,"10DAX",37.1,153,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:12:00,"7/12/2018",09:36:00,"3CZP",72.5,82,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:05:00,"7/12/2018",09:42:00,"2CZI",5.8,30,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",NA,"7/12/2018",NA,"4CZS",NA,NA,"Funnel/Paper","blown out"
"Prairie Ridge","7/9/2018",08:53:00,"7/12/2018",09:55:00,"9DAV",50.6,92,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",08:59:00,"7/12/2018",09:48:00,"1CZE",16.8,77,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:25:00,"7/12/2018",09:19:00,"12DBH",4.6,23,"Funnel/Paper",NA
"Prairie Ridge","7/9/2018",09:22:00,"7/12/2018",09:24:00,"5DAA",42.8,105,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",08:47:00,"7/13/2018",09:40:00,"7DCT",37.3,72,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",08:49:00,"7/13/2018",09:42:00,"7DCQ",24.2,47,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",08:43:00,"7/13/2018",09:49:00,"8DCV",36.2,65,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",08:57:00,"7/13/2018",09:35:00,"6DCN",23.3,49,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",08:34:00,"7/13/2018",09:47:00,"8DCW",15.6,45,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:11:00,"7/13/2018",09:15:00,"4DCD",12.1,51,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:02:00,"7/13/2018",09:25:00,"5DCF",14.8,28,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:14:00,"7/13/2018",09:18:00,"4DCE",11.9,14,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:20:00,"7/13/2018",09:04:00,"3DBY",30,59,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:28:00,"7/13/2018",08:52:00,"2DBS",37.8,95,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:22:00,"7/13/2018",09:07:00,"3DBV",32.5,44,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",08:54:00,"7/13/2018",09:31:00,"6DCM",17.4,36,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:36:00,"7/13/2018",08:43:00,"1DBN",74.5,70,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:05:00,"7/13/2018",09:28:00,"5DCI",18.2,26,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:27:00,"7/13/2018",08:55:00,"2DBR",9.5,35,"Funnel/Paper",NA
"Botanical Garden","7/10/2018",09:39:00,"7/13/2018",08:47:00,"1DBD",29.3,37,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:03:00,"7/16/2018",09:37:00,"7DAL",14.9,28,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:33:00,"7/16/2018",09:07:00,"11DBF",69,54,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:11:00,"7/16/2018",09:29:00,"11DBB",31.2,66,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:16:00,"7/16/2018",NA,"6DAD",16.5,52,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:59:00,"7/16/2018",08:45:00,"10DAX",35,300,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:36:00,"7/16/2018",09:10:00,"3CZP",62.5,100,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:42:00,"7/16/2018",09:02:00,"2CZI",9.9,77,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:31:00,"7/16/2018",09:13:00,"4CZS",5.1,38,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:55:00,"7/16/2018",08:49:00,"9DAV",34.8,94,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:48:00,"7/16/2018",08:59:00,"1CZE",18.7,68,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:19:00,"7/16/2018",09:23:00,"12DBH",38.2,32,"Funnel/Paper",NA
"Prairie Ridge","7/12/2018",09:24:00,"7/16/2018",09:19:00,"5DAA",86.5,80,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:40:00,"7/17/2018",09:18:00,"7DCT",72.4,223,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:43:00,"7/17/2018",09:21:00,"7DCQ",34.4,96,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:50:00,"7/17/2018",09:14:00,"8DCV",35.7,69,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:36:00,"7/17/2018",09:27:00,"6DCN",31.5,69,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:48:00,"7/17/2018",09:11:00,"8DCW",21.2,69,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:16:00,"7/17/2018",09:39:00,"4DCD",24,47,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:26:00,"7/17/2018",09:31:00,"5DCF",10.8,31,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:20:00,"7/17/2018",09:42:00,"4DCE",9.3,20,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:05:00,"7/17/2018",09:45:00,"3DBY",43.4,82,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",08:53:00,"7/17/2018",09:55:00,"2DBS",63,150,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:09:00,"7/17/2018",09:47:00,"3DBV",43.5,71,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:32:00,"7/17/2018",09:25:00,"6DCM",24.8,39,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",08:44:00,"7/17/2018",10:00:00,"1DBN",18.2,45,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",09:29:00,"7/17/2018",09:33:00,"5DCI",18.3,43,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",08:56:00,"7/17/2018",09:52:00,"2DBR",8.2,40,"Funnel/Paper",NA
"Botanical Garden","7/13/2018",08:48:00,"7/17/2018",10:03:00,"1DBD",32,80,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:38:00,"7/19/2018",09:02:00,"7DAL",0.1,3,"Funnel/Paper","edges folded and torn"
"Prairie Ridge","7/16/2018",09:35:00,"7/19/2018",09:07:00,"11DBF",3,45,"Funnel/Paper","edges folded and torn"
"Prairie Ridge","7/16/2018",09:32:00,"7/19/2018",09:10:00,"11DBB",13.8,46,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:28:00,"7/19/2018",09:16:00,"6DAD",11.9,54,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",08:47:00,"7/19/2018",09:54:00,"10DAX",11.6,120,"Funnel/Paper","edged folded"
"Prairie Ridge","7/16/2018",09:12:00,"7/19/2018",09:35:00,"3CZP",17.9,68,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:03:00,"7/19/2018",09:39:00,"2CZI",5.9,36,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:15:00,"7/19/2018",09:30:00,"4CZS",12.7,38,"Funnel/Paper","edges torn"
"Prairie Ridge","7/16/2018",08:52:00,"7/19/2018",09:49:00,"9DAV",12.7,56,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:01:00,"7/19/2018",09:47:00,"1CZE",13.8,63,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:25:00,"7/19/2018",09:19:00,"12DBH",5.7,35,"Funnel/Paper",NA
"Prairie Ridge","7/16/2018",09:21:00,"7/19/2018",09:21:00,"5DAA",21.9,78,"Funnel/Paper",NA
"Botanical Garden","7/17/2018",09:20:00,"7/20/2018",09:28:00,"7DCT",24.6,63,"Funnel/Paper",NA
"Botanical Garden","7/17/2018",09:23:00,"7/20/2018",09:31:00,"7DCQ",15.3,58,"Funnel/Paper",NA
