"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes"
"Botanical Garden","6/3/2019",09:16:00,"6/6/2019",09:35:00,"3B",0,0,"Milkjug/Mesh",NA
"Botanical Garden","6/3/2019",09:16:00,"6/6/2019",09:35:00,"3A",0,0,"Milkjug/Mesh",NA
"Botanical Garden","6/3/2019",09:08:00,"6/6/2019",09:45:00,"2A",1.5,5,"Milkjug/Mesh","sample is damp"
"Botanical Garden","6/3/2019",09:08:00,"6/6/2019",09:45:00,"2B",3.1,17,"Milkjug/Mesh",NA
"Botanical Garden","6/3/2019",08:58:00,"6/6/2019",09:56:00,"1A",4.8,12,"Milkjug/Mesh",NA
"Botanical Garden","6/3/2019",08:58:00,"6/6/2019",09:56:00,"1B",0.2,1,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:16:00,"6/7/2019",10:44:00,"10",1.9,13,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:23:00,"6/7/2019",10:35:00,"9",7.9,26,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:30:00,"6/7/2019",10:28:00,"1",0.9,7,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:37:00,"6/7/2019",10:19:00,"2",0.2,3,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:46:00,"6/7/2019",10:09:00,"3",2.1,7,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:53:00,"6/7/2019",10:00:00,"4",6.7,16,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",09:59:00,"6/7/2019",09:49:00,"5",2.8,6,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",10:06:00,"6/7/2019",09:42:00,"12",3.8,12,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",10:13:00,"6/7/2019",09:34:00,"6",6.5,6,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",10:21:00,"6/7/2019",09:27:00,"11",5.5,5,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",10:27:00,"6/7/2019",09:20:00,"7",0.4,1,"Milkjug/Mesh",NA
"Prairie Ridge","6/4/2019",10:27:00,"6/7/2019",09:20:00,"8",4.6,17,"Milkjug/Mesh",NA
"Botanical Garden","6/6/2019",09:56:00,"6/10/2019",08:58:00,"1B",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-11:49 (1hr)"
"Botanical Garden","6/6/2019",09:56:00,"6/10/2019",08:58:00,"1A",0.2,1,"Milkjug/Mesh","Frass under heat lamps from 10:49-11:49 (1hr)"
"Botanical Garden","6/6/2019",09:45:00,"6/10/2019",09:09:00,"2B",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-12:49 (2hr)"
"Botanical Garden","6/6/2019",09:45:00,"6/10/2019",09:09:00,"2A",0.6,1,"Milkjug/Mesh","Frass under heat lamps from 10:49-11:49 (1hr)"
"Botanical Garden","6/6/2019",09:35:00,"6/10/2019",09:21:00,"3B",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-12:49 (2hr)"
"Botanical Garden","6/6/2019",09:35:00,"6/10/2019",09:21:00,"3A",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-1:49 (3hr)"
"Botanical Garden","6/6/2019",09:28:00,"6/10/2019",09:31:00,"4B",0.2,2,"Milkjug/Mesh","Frass under heat lamps from 10:49-1:49 (3hr)"
"Botanical Garden","6/6/2019",09:28:00,"6/10/2019",09:31:00,"4A",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-2:00 (3hr)"
"Botanical Garden","6/6/2019",09:18:00,"6/10/2019",09:43:00,"5B",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-1:49 (3hr)"
"Botanical Garden","6/6/2019",09:18:00,"6/10/2019",09:43:00,"5A",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-1:49 (3hr)"
"Botanical Garden","6/6/2019",09:08:00,"6/10/2019",09:54:00,"6B",0.6,2,"Milkjug/Mesh","Frass under heat lamps from 10:49-1:49 (3hr)"
"Botanical Garden","6/6/2019",09:08:00,"6/10/2019",09:54:00,"6A",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-12:49 (2hr)"
"Botanical Garden","6/6/2019",09:00:00,"6/10/2019",10:03:00,"7B",1.6,1,"Milkjug/Mesh","Frass under heat lamps from 10:49-11:49 (1hr)"
"Botanical Garden","6/6/2019",09:00:00,"6/10/2019",10:03:00,"7A",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-11:49 (1hr)"
"Botanical Garden","6/6/2019",08:51:00,"6/10/2019",10:14:00,"8B",0,0,"Milkjug/Mesh","Frass under heat lamps from 10:49-2:26"
"Botanical Garden","6/6/2019",08:51:00,"6/10/2019",10:14:00,"8A",1.7,7,"Milkjug/Mesh","Frass under heat lamps from 10:49-11:49 (1hr)"
"Prairie Ridge","6/7/2019",10:44:00,"6/11/2019",09:18:00,"10",1.6,4,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",10:35:00,"6/11/2019",09:30:00,"9",1.7,10,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",10:28:00,"6/11/2019",09:40:00,"1",0.3,4,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",10:19:00,"6/11/2019",09:48:00,"2",0.5,5,"Milkjug/Mesh","Frass under heat lamps from 11:56 - 12:56 (1hr)"
"Prairie Ridge","6/7/2019",10:09:00,"6/11/2019",09:57:00,"3",5.1,6,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",10:00:00,"6/11/2019",10:08:00,"4",2.1,9,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",09:49:00,"6/11/2019",10:18:00,"5",0.6,5,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",09:42:00,"6/11/2019",10:24:00,"12",3,21,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",09:34:00,"6/11/2019",10:31:00,"6",2.5,15,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",09:27:00,"6/11/2019",10:40:00,"11",14.2,12,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",09:20:00,"6/11/2019",10:48:00,"8",15.8,19,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Prairie Ridge","6/7/2019",09:20:00,"6/11/2019",10:48:00,"7",1.8,8,"Milkjug/Mesh","Frass under heat lamps from 11:56 -12:56 (1hr)"
"Botanical Garden","6/10/2019",10:14:00,"6/13/2019",08:54:00,"8A",0.1,1,"Milkjug/Mesh","Frass under heat lamps from 10:33- 11:45"
"Botanical Garden","6/10/2019",10:14:00,"6/13/2019",08:54:00,"8B",1.7,2,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",10:03:00,"6/13/2019",09:05:00,"7B",0.6,1,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",10:03:00,"6/13/2019",09:05:00,"7A",0.5,3,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:54:00,"6/13/2019",09:16:00,"6A",0,0,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:54:00,"6/13/2019",09:16:00,"6B",1.7,6,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:43:00,"6/13/2019",09:27:00,"5A",6.5,4,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:43:00,"6/13/2019",09:27:00,"5B",0,0,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:31:00,"6/13/2019",09:39:00,"4B",1.5,7,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:31:00,"6/13/2019",09:39:00,"4A",0,0,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:21:00,"6/13/2019",09:49:00,"3B",0.2,5,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:21:00,"6/13/2019",09:49:00,"3A",2.6,5,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:09:00,"6/13/2019",10:01:00,"2A",2,11,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",09:09:00,"6/13/2019",10:01:00,"2B",2,8,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",08:58:00,"6/13/2019",10:11:00,"1A",46.5,22,"Milkjug/Mesh",NA
"Botanical Garden","6/10/2019",08:58:00,"6/13/2019",10:11:00,"1B",0.3,2,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",10:48:00,"6/14/2019",09:27:00,"7",0.2,4,"Milkjug/Mesh","Frass was damp upon collection on #7 only"
"Prairie Ridge","6/11/2019",10:48:00,"6/14/2019",09:27:00,"8",6.6,8,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",10:40:00,"6/14/2019",09:39:00,"11",8.5,18,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",10:31:00,"6/14/2019",09:48:00,"6",2.4,4,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",10:24:00,"6/14/2019",09:53:00,"12",6.1,3,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",10:18:00,"6/14/2019",10:02:00,"5",10.7,25,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",10:08:00,"6/14/2019",10:10:00,"4",1.2,3,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",09:57:00,"6/14/2019",10:20:00,"3",3.8,14,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",09:48:00,"6/14/2019",10:29:00,"2",0.9,4,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",09:40:00,"6/14/2019",10:36:00,"1",0.4,5,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",09:30:00,"6/14/2019",10:44:00,"9",1.8,8,"Milkjug/Mesh",NA
"Prairie Ridge","6/11/2019",09:18:00,"6/14/2019",10:51:00,"10",2.5,6,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",10:11:00,"6/17/2019",08:57:00,"1A",10.1,23,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",10:11:00,"6/17/2019",08:57:00,"1B",2.8,3,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",10:01:00,"6/17/2019",09:01:00,"2B",1.4,6,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",10:01:00,"6/17/2019",09:01:00,"2A",4.5,12,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:49:00,"6/17/2019",09:08:00,"3A",0.7,7,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:49:00,"6/17/2019",09:08:00,"3B",1.1,8,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:39:00,"6/17/2019",09:16:00,"4A",1.8,8,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:39:00,"6/17/2019",09:16:00,"4B",0.9,12,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:27:00,"6/17/2019",09:24:00,"5A",1.1,6,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:27:00,"6/17/2019",09:24:00,"5B",5.7,16,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:16:00,"6/17/2019",09:34:00,"6A",5.5,16,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:16:00,"6/17/2019",09:34:00,"6B",6.1,42,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:05:00,"6/17/2019",09:41:00,"7A",0.4,1,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",09:05:00,"6/17/2019",09:41:00,"7B",7.7,17,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",08:54:00,"6/17/2019",09:46:00,"8A",1.9,6,"Milkjug/Mesh",NA
"Botanical Garden","6/13/2019",08:54:00,"6/17/2019",09:46:00,"8B",5.9,11,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:51:00,"6/18/2019",09:24:00,"10",0.5,1,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:44:00,"6/18/2019",09:31:00,"9",23.9,43,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:36:00,"6/18/2019",09:40:00,"1",3.2,11,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:29:00,"6/18/2019",09:47:00,"2",4.6,12,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:20:00,"6/18/2019",09:57:00,"3",14.9,23,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:10:00,"6/18/2019",10:08:00,"4",15.5,17,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",10:02:00,"6/18/2019",10:16:00,"5",12.1,26,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",09:53:00,"6/18/2019",10:19:00,"12",10.7,16,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",09:48:00,"6/18/2019",10:26:00,"6",7.2,18,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",09:39:00,"6/18/2019",10:33:00,"11",13.5,34,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",09:27:00,"6/18/2019",10:48:00,"8",16.2,36,"Milkjug/Mesh",NA
"Prairie Ridge","6/14/2019",09:27:00,"6/18/2019",10:48:00,"7",9.2,10,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:46:00,"6/20/2019",09:03:00,"8A",5.6,2,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:46:00,"6/20/2019",09:03:00,"8B",0.6,5,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:41:00,"6/20/2019",09:11:00,"7B",7,9,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:41:00,"6/20/2019",09:11:00,"7A",0.1,3,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:34:00,"6/20/2019",09:20:00,"6A",1.3,5,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:34:00,"6/20/2019",09:20:00,"6B",1.5,7,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:24:00,"6/20/2019",09:31:00,"5A",0.7,8,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:24:00,"6/20/2019",09:31:00,"5B",0.4,4,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:16:00,"6/20/2019",09:37:00,"4B",1.4,7,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:16:00,"6/20/2019",09:37:00,"4A",1.1,7,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:08:00,"6/20/2019",09:47:00,"3B",0.7,6,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:08:00,"6/20/2019",09:47:00,"3A",0.3,4,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:01:00,"6/20/2019",09:54:00,"2A",1.7,12,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",09:01:00,"6/20/2019",09:54:00,"2B",1.3,8,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",08:57:00,"6/20/2019",10:05:00,"1A",6.9,30,"Milkjug/Mesh",NA
"Botanical Garden","6/17/2019",08:57:00,"6/20/2019",10:05:00,"1B",1.1,13,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",09:24:00,"6/21/2019",10:38:00,"10",2.6,12,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",09:31:00,"6/21/2019",10:32:00,"9",11.4,35,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",09:40:00,"6/21/2019",10:23:00,"1",0.6,6,"Milkjug/Mesh","Cup fell. Frass may or may not have spilled"
"Prairie Ridge","6/18/2019",09:47:00,"6/21/2019",10:15:00,"2",10.7,21,"Milkjug/Mesh","Cup fell. Frass may or may not have spilled"
"Prairie Ridge","6/18/2019",09:57:00,"6/21/2019",10:07:00,"3",0.7,3,"Milkjug/Mesh","Cup fell. Frass spilled"
"Prairie Ridge","6/18/2019",10:08:00,"6/21/2019",10:00:00,"4",3.8,10,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",10:16:00,"6/21/2019",09:53:00,"5",18,60,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",10:19:00,"6/21/2019",09:45:00,"12",3.8,8,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",10:26:00,"6/21/2019",09:39:00,"6",9,41,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",10:33:00,"6/21/2019",09:30:00,"11",16.2,40,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",10:48:00,"6/21/2019",09:20:00,"8",35.4,28,"Milkjug/Mesh",NA
"Prairie Ridge","6/18/2019",10:48:00,"6/21/2019",09:20:00,"7",7.7,8,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",10:05:00,"6/24/2019",09:02:00,"1A",15.4,20,"Milkjug/Mesh","8.2125"
"Botanical Garden","6/20/2019",10:05:00,"6/24/2019",09:02:00,"1B",4.3,12,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:54:00,"6/24/2019",09:14:00,"2A",7.9,21,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:54:00,"6/24/2019",09:14:00,"2B",1.7,5,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:47:00,"6/24/2019",09:24:00,"3A",19.5,59,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:47:00,"6/24/2019",09:24:00,"3B",11.9,10,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:37:00,"6/24/2019",09:33:00,"4A",4.2,17,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:37:00,"6/24/2019",09:33:00,"4B",6.2,10,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:31:00,"6/24/2019",09:43:00,"5A",1.8,7,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:31:00,"6/24/2019",09:43:00,"5B",1.5,8,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:20:00,"6/24/2019",09:52:00,"6A",21.1,49,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:20:00,"6/24/2019",09:52:00,"6B",10,16,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:11:00,"6/24/2019",10:00:00,"7A",2.9,5,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:11:00,"6/24/2019",10:00:00,"7B",9.1,31,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:03:00,"6/24/2019",10:07:00,"8A",12.5,24,"Milkjug/Mesh",NA
"Botanical Garden","6/20/2019",09:03:00,"6/24/2019",10:07:00,"8B",1.4,11,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",10:38:00,"6/25/2019",09:14:00,"10",18.5,11,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",10:32:00,"6/25/2019",09:26:00,"9",43,60,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",10:23:00,"6/25/2019",09:40:00,"1",0,0,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",10:15:00,"6/25/2019",09:46:00,"2",5.4,12,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",10:07:00,"6/25/2019",10:00:00,"3",16.5,30,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",10:00:00,"6/25/2019",10:10:00,"4",12.7,10,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",09:53:00,"6/25/2019",10:20:00,"5",43.5,40,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",09:45:00,"6/25/2019",10:27:00,"12",4.3,12,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",09:39:00,"6/25/2019",10:35:00,"6",8.3,8,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",09:30:00,"6/25/2019",10:46:00,"11",29.1,49,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",09:20:00,"6/25/2019",11:00:00,"8",22,17,"Milkjug/Mesh",NA
"Prairie Ridge","6/21/2019",09:20:00,"6/25/2019",11:00:00,"7",25.4,28,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:02:00,"6/27/2019",09:56:00,"1A",13.7,34,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:02:00,"6/27/2019",09:56:00,"1B",1.8,14,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:14:00,"6/27/2019",09:46:00,"2A",11,3.2,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:14:00,"6/27/2019",09:46:00,"2B",0.5,13,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:24:00,"6/27/2019",09:37:00,"3A",0.8,6,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:24:00,"6/27/2019",09:37:00,"3B",1.7,18,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:33:00,"6/27/2019",09:26:00,"4A",0.8,3,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:33:00,"6/27/2019",09:26:00,"4B",2.7,8,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:43:00,"6/27/2019",09:16:00,"5A",12.8,13,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:43:00,"6/27/2019",09:16:00,"5B",2,7.3,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:52:00,"6/27/2019",09:06:00,"6A",11,29,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",09:52:00,"6/27/2019",09:06:00,"6B",9.6,20,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",10:00:00,"6/27/2019",08:58:00,"7A",4,10,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",10:00:00,"6/27/2019",08:58:00,"7B",5.1,7,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",10:07:00,"6/27/2019",08:49:00,"8A",3.3,5,"Milkjug/Mesh",NA
"Botanical Garden","6/24/2019",10:07:00,"6/27/2019",08:49:00,"8B",6,28,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",09:14:00,"6/28/2019",10:38:00,"10",21,14,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",09:26:00,"6/28/2019",10:30:00,"9",33.8,32,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",09:40:00,"6/28/2019",10:20:00,"1",3.6,24,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",09:42:00,"6/28/2019",10:12:00,"2",6.3,13,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",10:00:00,"6/28/2019",10:02:00,"3",5.8,13,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",10:10:00,"6/28/2019",09:52:00,"4",7.5,7,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",10:20:00,"6/28/2019",09:47:00,"5",5,6,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",10:27:00,"6/28/2019",09:41:00,"12",0.4,2,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",10:35:00,"6/28/2019",09:33:00,"6",7.5,9,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",10:46:00,"6/28/2019",09:26:00,"11",1.1,3,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",11:00:00,"6/28/2019",09:17:00,"8",6.5,18,"Milkjug/Mesh",NA
"Prairie Ridge","6/25/2019",11:00:00,"6/28/2019",09:17:00,"7",8.9,16,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:56:00,"7/1/2019",08:52:00,"1A",2.8,12,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:56:00,"7/1/2019",08:52:00,"1B",18.2,36,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:46:00,"7/1/2019",09:05:00,"2A",13.3,30,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:46:00,"7/1/2019",09:05:00,"2B",6.4,18,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:37:00,"7/1/2019",09:12:00,"3A",6.5,13,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:37:00,"7/1/2019",09:12:00,"3B",5.4,22,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:26:00,"7/1/2019",09:21:00,"4A",12.9,11,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:26:00,"7/1/2019",09:21:00,"4B",1.7,8,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:16:00,"7/1/2019",09:30:00,"5A",25.9,22,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:16:00,"7/1/2019",09:30:00,"5B",2.4,11,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:06:00,"7/1/2019",09:36:00,"6A",16.3,50,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",09:06:00,"7/1/2019",09:36:00,"6B",13.8,48,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",08:58:00,"7/1/2019",09:45:00,"7A",8.2,46,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",08:58:00,"7/1/2019",09:45:00,"7B",9.7,34,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",08:49:00,"7/1/2019",09:54:00,"8A",6.9,20,"Milkjug/Mesh",NA
"Botanical Garden","6/27/2019",08:49:00,"7/1/2019",09:54:00,"8B",13.6,20,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:17:00,"7/2/2019",10:30:00,"8",8.3,22,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:17:00,"7/2/2019",10:30:00,"7",20.4,17,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:26:00,"7/2/2019",10:22:00,"11",7.9,13,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:33:00,"7/2/2019",10:12:00,"6",5.1,15,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:41:00,"7/2/2019",10:07:00,"12",11.9,15,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:47:00,"7/2/2019",09:58:00,"5",6.9,17,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",09:52:00,"7/2/2019",09:49:00,"4",5.4,16,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",10:02:00,"7/2/2019",09:38:00,"3",11,25,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",10:12:00,"7/2/2019",09:29:00,"2",3.2,10,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",10:20:00,"7/2/2019",09:20:00,"1",4.9,25,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",10:30:00,"7/2/2019",09:13:00,"9",58.8,58,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2019",10:38:00,"7/2/2019",09:05:00,"10",10.4,12,"Milkjug/Mesh",NA
"Botanical Garden","7/1/2019",08:52:00,"7/5/2019",10:05:00,"1A",20.3,37,"Milkjug/Mesh",NA
"Botanical Garden","7/1/2019",08:52:00,"7/5/2019",10:05:00,"1B",6.7,28,"Milkjug/Mesh",NA
"Botanical Garden","7/1/2019",09:05:00,"7/5/2019",09:50:00,"2A",12.2,19,"Milkjug/Mesh",NA
